Ticker,Daily Return_mean,Daily Return_std,Cumulative Return_mean,30 Day MA_mean,30 Day STD_mean,30 Day EMA_mean,RSI_mean,Bollinger High_mean,Bollinger Low_mean,Volume_mean,Principal Component 1,Principal Component 2
BDX,7.989391350302943e-05,0.012193342980769495,-0.0007334411174773341,251.66691355755606,6.509790164623998,251.62554729487925,49.551148101557125,264.68649388680404,238.64733322830807,1257593.2126696832,1.075314379229986,-1.1759818947675322
BEN,1.3550260591351094e-05,0.017077181659821968,-0.012147898629108629,25.428697108790885,1.0548160051023987,25.432762078986283,47.2297314494113,27.538329118995684,23.31906509858609,3156162.895927602,-2.213474823759046,-0.4535656146227665
BG,0.000399327538119806,0.01816557408669219,0.07881789045183749,98.58092426512935,2.662425432068332,98.54257647059735,51.488395351445526,103.90577512926602,93.25607340099269,1388455.6561085973,-0.7081237766308361,0.28505375978083636
BIIB,-0.00042814253608871125,0.013748452879553,-0.009654924964912092,272.5353255489113,8.350636930982043,272.4376577035039,46.492710692882454,289.23659941087544,255.83405168694728,1017435.7466063348,1.1275068406346327,-2.188097721887153
BIO,-0.0014600989695296523,0.02227315370185421,-0.0890570178315669,394.83446690716175,16.739764081749097,394.35035191097404,46.202080065164495,428.3139950706599,361.3549387436635,221539.36651583712,2.800309739931111,-4.128545281739874
BK,0.00026284997957596245,0.01571208022036111,-0.007913218821596847,43.55025631083263,1.4470717892276608,43.57232144501958,52.804644902650445,46.44439988928794,40.65611273237731,4845275.113122172,-1.6133589970657787,0.5443130842904192
BKR,0.00041274617976152546,0.016830896990165232,0.1437353579931733,31.48138865619044,1.0545571260348459,31.440581820653698,52.97823929222095,33.59050290826013,29.372274404120745,6905867.42081448,-1.6196723856771613,1.2180776516943415
BLK,0.0006585218530359341,0.013604462828201708,-0.022107811462474047,668.7831191763439,24.375141843534454,669.7133040536555,52.06468176363778,717.5334028634128,620.032835489275,629980.0904977375,7.571342544461379,-2.9783698718497638
BMY,-0.0014096700934133925,0.01200252372817583,-0.1304812081618018,60.56568534183646,1.4430955479367922,60.532012269678205,42.11656803548131,63.45187643771004,57.67949424596288,10528254.298642535,-2.856933323073017,-2.443595821344464
BR,0.0016539765946779676,0.011849065472836214,0.2500397462721116,161.17389090467543,4.6244674602104245,161.20996928655538,57.981573867273475,170.42282582509628,151.92495598425455,545092.3076923077,1.1546221648410777,2.3609377440895534
BRO,0.000985228255320849,0.01228308271795696,0.18637878499542368,65.62625669016198,1.6852079128009554,65.61224710383998,55.85413003011974,68.99667251576389,62.25584086456007,1212320.3619909503,-0.5871479122872301,1.942267187635981
BSX,0.0009519297826386941,0.012744846771944849,0.12882015742471106,51.35035138712749,1.2017504177382456,51.3777870473907,54.52335798011155,53.75385222260399,48.946850551651,7940470.588235294,-1.184391962309282,1.7596442580511942
BWA,-0.0006438874557553715,0.020445037873678,0.1412720866917966,40.15863366910955,1.5511063247797698,40.09275603288335,48.6904278491486,43.26084631866908,37.05642101955001,2457169.8009049776,-1.8836679000690162,-0.34928048503169895
BX,0.00172968399186504,0.021406203141320853,0.31583952784144365,93.16446337807771,4.610767180440427,93.22624154931209,54.76173544758236,102.38599773895858,83.94292901719686,4809573.30316742,0.09799205023860867,2.3472451139012027
BXP,0.0004812079438669776,0.02754168417557318,-0.09149305412052874,55.78820148600352,3.208642939478461,55.855861771847565,50.04079267420068,62.20548736496045,49.3709156070466,1690838.4615384615,-1.4727131902475334,-0.37966533797425567
C,0.00033316734191332495,0.016411237667885825,0.018831740447265304,43.740919901990246,1.567234749957025,43.763794406701955,50.03553947350726,46.87538940190429,40.6064504020762,17507147.05882353,-2.1598354298542075,0.5013182968099422
CAG,-0.0009169642198350634,0.011453422072176735,-0.14909561126283793,31.424261967988397,0.7825594849490911,31.456480735458587,45.2505509532167,32.98938093788658,29.859142998090213,4250357.918552036,-2.7260457539257343,-1.6706328330133948
CAH,0.001264069549437319,0.013011630959961405,0.16996408181162712,85.59485133819811,2.7961405579957406,85.65766283997279,56.329445852365865,91.18713245418958,80.00257022220663,2231285.0678733033,-0.22504915497490588,2.029975598654259
CARR,0.0013048827975416996,0.0185726249264835,0.20681405015912058,48.51079330501873,1.987144936036205,48.527560601211256,55.38104090042895,52.48508317709114,44.53650343294632,5061704.524886878,-0.8297276047412597,2.179133457959461
CAT,0.00103072520906399,0.01839643800247633,0.05490414407503777,242.92213562379953,9.366254646492541,243.04718216165986,52.98719689807046,261.6546449167846,224.1896263308145,2981660.180995475,1.6496188556620917,0.015463719343827932
CB,0.00036672594031311306,0.01227671613744778,-0.06421409295016961,201.98180025771015,4.810279965952838,202.05904182188658,51.13957917685309,211.6023601896158,192.36124032580446,1811591.85520362,0.44685820409309707,-0.6471494837921791
CBOE,0.0016148625025994808,0.011269912320641624,0.18166499023381177,143.5780222103067,3.406011179638318,143.69804677088055,59.44466949439515,150.39004456958335,136.76599985103007,705293.2126696833,0.8497408518168204,2.4861844992025692
CBRE,0.00036752112183573014,0.017927325583857272,0.0027971621711456196,78.50167426545157,3.385373154469975,78.57171948389178,51.40777585778227,85.27242057439152,71.73092795651161,1728351.5837104071,-1.0037849621940442,0.10310505943210296
CCI,-0.0005412014124025487,0.017170563156952364,-0.1719299503302139,108.35597470313715,4.205563687971161,108.48472151627665,45.43970650949267,116.76710207907946,99.94484732719482,3020506.787330317,-1.4621269103843004,-2.0522760780094225
CDNS,0.0018828122544142017,0.01738255667801039,0.4475168160820192,225.2313243077711,7.526343010969289,225.1709244551123,55.437411029112305,240.2840103297097,210.17863828583253,1646036.1990950226,2.2132871140239425,2.2572779708212445
CDW,0.0005100925722703926,0.015437773906663448,0.09808570224569127,192.13451790327758,5.940140122678945,192.05608939420276,54.92197206677763,204.01479814863546,180.2542376579197,805505.4298642534,0.9169111414796426,0.4499114186169467
CE,0.0014016369736733144,0.019854509297689806,0.18466347005075792,115.22846692345621,4.722105569764417,115.31615882432487,55.25674634272194,124.67267806298503,105.78425578392738,1163461.5384615385,0.27376820061228335,1.6592012390219404
CEG,0.0015618247396047722,0.01666789397843802,0.2008302369283854,94.62013964300601,3.211211351879455,94.58831545208919,56.89093622293581,101.04256234676492,88.19771693924712,1972119.4570135747,0.0625138984950525,2.278359903192328
CF,-0.00010963764269305843,0.019922731955607,-0.054686341714597714,75.28106188997064,3.056169747210888,75.21486269692187,49.263671841069595,81.39340138439242,69.16872239554887,2431933.031674208,-1.4249931753826095,-0.7046189149497067
CFG,-0.0006552191828491382,0.027012712614933525,-0.2398220276014473,28.33525975574016,1.753927593904126,28.361233393885925,47.341393280945866,31.84311494354841,24.827404567931907,6826212.21719457,-2.7276127237214234,-1.6885287309353372
CHD,0.000687120036321471,0.011314936138402362,0.13499979339103582,90.68527600847938,2.0084200159637895,90.71416706566224,53.45183123203739,94.70211604040696,86.66843597655179,1444129.4117647058,-0.5681741443506831,1.1219335951210914
CHRW,-0.0005934089497111339,0.01553869149405856,0.037566204231499145,91.24247627085691,2.5847932953218176,91.17893197320484,46.95652819556023,96.41206286150054,86.07288968021327,1095353.3936651584,-1.3758595957553033,-1.1043890824262004
CHTR,6.812992299608426e-05,0.019950356201303355,0.12518844855411937,385.0957930667009,14.638970080303816,384.10307694465064,50.70447715804703,414.37373322730843,355.8178529060932,1104793.665158371,3.4474389367819516,-1.6276226093627828
CI,0.0002851360536775039,0.019781600011212076,-0.12313061472649155,276.2492566875383,8.836530643393992,276.32348681483364,50.27103692390524,293.9223179743263,258.5761954007503,1706987.7828054298,1.45169801130641,-1.610782608050438
CINF,-0.0006945466120448218,0.014638299277502272,0.02321052420130602,103.2952885404791,3.233557053050469,103.24005201780241,47.642184399839415,109.76240264658004,96.82817443437817,682551.1312217194,-1.1725352430208256,-1.1760406550666176
CL,0.00048328137461454735,0.009571586734385821,-0.031878118997454935,73.47577603945726,1.5286360520387943,73.560268165998,51.9371587368147,76.53304814353483,70.41850393537966,4615404.524886878,-1.2623705354057928,0.44582196058026236
CLX,-0.00010214545013346915,0.014469197338931181,0.0718596251137146,145.15845237720427,4.930071889252056,145.2440589975838,49.624518318719375,155.0185961557084,135.29830859870015,1329020.8144796381,-0.24080525417812723,-0.5671926149354469
CMCSA,0.0007251185944925972,0.014848648715327949,0.1845593694690647,40.34911389473157,1.0829855009847622,40.31844108398235,53.83177106297204,42.51508489670109,38.18314289276204,18511622.62443439,-1.7247455900942705,1.9197126135165556
CME,0.0008548116654819672,0.010866199637175103,0.18035002017288182,186.64954297970502,4.100666971617769,186.59374047225893,54.70337755844459,194.85087692294056,178.44820903646948,1544083.257918552,0.8780110056645295,1.067182153759567
CMI,7.575159587207588e-05,0.015440736919910346,-0.017511989568594677,227.66362932069987,7.163294916484184,227.76732725189714,50.28018284840686,241.99021915366825,213.3370394877315,913770.1357466064,0.8746013452075816,-1.0929660718169036
CMS,-7.677063615713603e-05,0.012534534310020315,-0.06665902089254011,56.717970009483004,1.2978403116675163,56.76045186443398,48.92182328033834,59.31365063281804,54.12228938614797,2204121.2669683257,-1.7752439567256473,-0.5070093495754451
CNC,0.0002026070709564448,0.01632276257471258,-0.14400986390333198,68.26277683770135,2.073623310620423,68.35572941318057,49.2237164249364,72.41002345894219,64.1155302164605,3326366.515837104,-1.63292094839269,-0.6324836892513567
CNP,5.743649119858201e-05,0.012282685719474901,-0.013996470018199338,27.990293031867992,0.6703020606198117,28.00423766987675,50.00957152293056,29.330897153107617,26.649688910628367,4135322.624434389,-2.0544480096700837,0.10319763591524125
COF,0.0007609632463788737,0.018975756413361328,0.13859980539509573,101.69411436745484,5.218870283658196,101.71980814581597,50.60612241740176,112.13185493477123,91.25637380013845,2742635.746606335,-0.4111019438730968,0.4852318883799253
COO,0.0006093985824087593,0.014413854754923768,0.07362291761453248,89.05295613261549,2.758350450735997,89.08577851781116,51.23544103479075,94.56965703408748,83.5362552311435,1176394.5701357466,-0.7612199714166612,0.46879285722933767
COP,0.0004408602061694957,0.017321030553939156,-0.0005235176995965928,107.3771920688911,3.502244096742952,107.30767885141685,51.551307211734546,114.38168026237702,100.3727038754052,5747582.805429865,-0.7737218318227013,0.1250698172090798
COR,0.0012528620671519984,0.00964926661547478,0.10357942996687154,175.6743527672769,4.252116380774788,175.8186142510337,57.30567281803536,184.17858552882646,167.17012000572734,1404153.8461538462,0.9418659536117792,1.557567263914171
COST,0.0013879719505490928,0.01102104733527962,0.20012086542298316,516.7636023197779,11.366629358808602,517.0415612857753,57.06377305104281,539.4968610373951,494.03034360216066,1849490.4977375565,5.5575595044585775,0.10638440183593467
CPAY,0.0014776298241172211,0.016871922620976677,0.3098493876322573,235.85541203241362,8.587205432180719,235.92695589729377,55.60085200144941,253.02982289677504,218.6810011680522,518717.19457013573,2.1907891389928045,1.5071507637484218
CPB,-0.0006163169603531696,0.013620231522481901,-0.1552473080609347,45.78190921708649,1.1823097480502371,45.85303950102408,47.215841170826316,48.14652871318697,43.41728972098602,2662850.226244344,-2.2863239600769902,-1.3425142725147958
CPRT,0.0016877051335403995,0.01332002617798028,0.4002169177189127,42.00660717965611,1.226964147883568,42.00202211816581,58.00990559605847,44.46053547542324,39.55267888388897,4202863.348416289,-0.4188416601903398,3.543230095442361
CPT,-0.0006855508339234236,0.014809252065616806,-0.05008655639392228,101.23222958433863,3.299593014290843,101.20263866115579,47.431698855086886,107.8314156129203,94.63304355575694,846829.4117647059,-1.298418636098786,-1.4159656044825941
CRL,-8.70881233560221e-05,0.02132581405514851,-0.07323104287633046,203.9543453809183,8.478012683868279,204.05702516547157,50.28779307701446,220.91037074865483,186.99832001318174,522031.6742081448,0.588020465410223,-1.4108145065034385
CRM,0.002106538297746383,0.017897898086998428,0.559403644317494,203.74123262201138,8.0821179464581,203.94485918414307,56.581798112497765,219.90546851492758,187.57699672909519,6056534.389140272,2.121670135588832,3.08279528965588
CSCO,0.00042965138446315686,0.012887478444673053,0.08934377909139543,49.700729068623765,1.3237746016910188,49.66743154214585,53.257577747958365,52.34827827200581,47.05317986524173,18802475.56561086,-1.8343978990172707,1.3431742259911073
CSGP,0.0007112928357322281,0.016931644672105096,0.015172485619281924,78.26740002179038,3.0669103734950394,78.34447071716932,53.38616584761384,84.40122076878045,72.1335792748003,2255436.1990950224,-0.8182401202206969,0.7077286766031533
CSX,0.0005564447760098621,0.012419614359255336,0.0264064102096846,30.860662360212924,0.7980059359677609,30.88892717709036,53.19937429073836,32.456674232148444,29.2646504882774,12974551.13122172,-1.9380478929486205,1.2110440258634176
CTAS,0.001460096559612998,0.011938102115768906,0.10280999457837774,479.1236739306788,10.219845504849038,479.6994201765931,57.64648242285136,499.5633649403769,458.68398292098067,373809.04977375566,5.018726550548158,0.10814870634724369
CTRA,0.00045353927235306397,0.017680450769712076,0.15672721220329033,25.138682122036343,0.7669425288768521,25.10131703686579,51.014156174182226,26.672567179790047,23.60479706428264,7174583.710407239,-1.8207618248048398,1.0102465663561
CTSH,0.0006602313548635408,0.013880290451169711,0.15571717997900283,64.29733263191235,1.843292887962895,64.28397829609892,51.36489814672244,67.98391840783813,60.610746855986555,3561403.619909502,-1.0762028789229305,0.9719752508720104
CTVA,-0.0010184651073230477,0.015916338683071754,-0.07777631938009642,54.54282261314795,1.613836034454477,54.4846972704771,45.15391808986867,57.770494682056906,51.31515054423899,3706083.257918552,-2.331889616393832,-1.7579924909146318
CVS,-0.00034647759652007784,0.015845469738654545,-0.2060846406020962,70.80306259316377,2.3323707760481738,70.9171621517813,48.467686561774514,75.46780414526012,66.13832104106741,8396789.592760181,-2.0259374387715705,-1.193827487452768
CVX,-0.00034630687569820736,0.013977121693855664,-0.07183309822959838,153.45227683226986,4.275755382146677,153.41301882710462,49.594292060033595,162.00378759656323,144.90076606797652,8554931.674208146,-0.6865812944769367,-1.016272029821159
CZR,-0.00014806255432183788,0.028370870934864373,0.13092142414458036,48.12914772781671,2.676793805179737,48.05064633787343,48.11974818791387,53.482735338176184,42.77556011745724,2914408.1447963803,-1.6572622932598062,-0.3484626419997406
D,-0.0006470020028719743,0.014955112228289404,-0.17796824345796572,48.476404414457434,1.7354218455818684,48.52714365370953,46.214737846774206,51.94724810562117,45.0055607232937,4849338.914027149,-2.3896153348914457,-1.5908535664301657
DAL,0.0003837546737619812,0.018721218448855024,0.1811917077847215,38.07251284960348,1.9998477649464483,38.068972861915626,51.19859867837945,42.07220837949638,34.07281731971059,9874783.71040724,-1.6495164975228223,1.009710210434819
DAY,-0.00039075575330283695,0.021605763942434016,0.10871634834887188,68.60459737360567,2.729943082033304,68.4825011053921,49.127692919963906,74.06448353767229,63.14471120953906,1290675.5656108598,-1.373231959158029,-0.4283442652242628
DD,0.00022948088584638478,0.014534660469067708,0.055917551510567896,70.51857062177241,1.8963045012943442,70.48545195209797,51.45464230602041,74.3111796243611,66.72596161918372,2971255.6561085973,-1.2127759308671802,0.3509228252578611
DE,3.479451437113079e-05,0.017109210531968504,-0.06775085124904229,390.7430408782729,12.502624029114562,390.8401832131328,48.79114223432918,415.748288936502,365.7377928200438,1640638.4615384615,2.976963326362312,-2.4245945210612843
DECK,0.0022922848746041494,0.020501041205603927,0.35009574309221575,507.7037552823488,20.625790713039013,508.6094418977993,57.980494389847586,548.9553367084269,466.4521738562708,389588.23529411765,6.66726133200258,0.8394057660644387
DFS,0.00023253321144276834,0.022127966600278846,0.04179449638943734,97.43698737258106,5.136491870891867,97.48533739572532,51.97002431839505,107.70997111436479,87.16400363079731,2258060.633484163,-0.6323950329861184,0.016045623354061567
DG,-0.0021158501205387615,0.022872558164220683,-0.328923911307544,168.7151265174555,8.658116632855997,168.99932584387795,44.248500790195465,186.0313597831675,151.3988932517435,3100757.0135746608,-1.1233442967293477,-4.243818628677323
DGX,-0.00012960911311109703,0.011462202756381658,-0.1230425561828511,132.8668715947354,3.405893149487837,133.02948020794554,48.5610383729332,139.6786578937111,126.05508529575972,945828.0542986426,-0.7918321723551883,-1.188527602670952
DHI,0.002059845787649787,0.017793325470546247,0.2649104798871817,110.06876933240243,4.8499412880311885,110.2973511490652,56.61258174068518,119.7686519084648,100.36888675634006,2881141.6289592762,0.5264750479160982,2.629756685567338
