Ticker,Daily Return_mean,Daily Return_std,Cumulative Return_mean,30 Day MA_mean,30 Day STD_mean,30 Day EMA_mean,RSI_mean,Bollinger High_mean,Bollinger Low_mean,Volume_mean,Principal Component 1,Principal Component 2,Cluster,Cluster_som,Cluster_kmeans,Cluster_dbscan,Cluster_agglomerative,Cluster_gmm,Cluster_hierarchical,Cluster_spectral
REGN,0.0007333211046686,0.0142766854032893,0.0965334980769792,783.2614508213142,22.60286051660437,783.4526891538717,53.199458159152336,828.4671718545228,738.0557297881054,553111.7647058824,8.998180070438481,-2.8770371810467434,2,16.0,1,1,1,3,1,1
RF,-0.0004508645416002,0.023607416911494,-0.134217443590328,17.731137686509353,0.952066859024706,17.743876999035386,48.25689213082642,19.635271404558765,15.82700396845994,9867187.330316745,-2.767554852892624,-0.8971118162883909,3,18.0,0,0,0,4,5,0
RHI,0.0004294410948593,0.0161407943621232,0.0481770368920753,73.78101243814551,2.609734694066979,73.78838073875289,51.5389207616425,79.00048182627947,68.56154305001155,907841.628959276,-1.0046829698276103,0.3600229075307064,2,11.0,0,0,0,0,7,0
RJF,0.0001568097121783,0.0177677188346582,-0.0453196288475706,99.36693184623893,3.822398539699806,99.38868732523194,51.97083432690872,107.01172892563852,91.7221347668393,1117590.4977375565,-0.7877263508563687,-0.2112774340436845,2,12.0,0,0,0,2,6,0
RL,0.0009712147766416,0.01662753540424,0.1078639098268997,116.1717841146938,4.022668197404435,116.27467157741538,51.820547445573816,124.21712050950268,108.12644771988492,864169.6832579186,-0.1710462657193313,0.687662553436162,2,19.0,0,0,0,2,6,0
RMD,-0.000750819867738,0.020842868482326,-0.088640061630244,191.28563902841972,7.854609266074062,191.33049897679248,48.83154780019502,206.99485756056785,175.5764204962716,1021111.7647058824,0.0931378867274289,-2.0151147989559064,2,2.0,0,0,0,5,3,0
ROK,0.0004725997411941,0.0170031809659014,0.1287879562304374,286.23775269981604,10.54979209566204,286.2846796658484,52.575032625141375,307.33733689114007,265.138168508492,778080.5429864253,2.2388409241570955,-0.4443062530913693,2,15.0,1,0,0,5,3,1
ROL,0.0010365319044703,0.0146782313358012,0.0857968067480804,38.42951596117667,1.2912753128391292,38.48329071312182,55.92329765606432,41.01206658685493,35.84696533549841,1976347.963800905,-1.0703771929411796,1.7930824780031973,2,22.0,0,0,0,0,7,0
ROP,0.0011413013794245,0.009388713545311,0.1034366269207392,468.1875590650925,8.228564817486095,468.560022130409,58.449883548443296,484.6446887000646,451.7304294301202,517045.70135746605,4.707094989162789,0.1872908813428792,2,20.0,1,0,1,1,2,1
ROST,0.0009094571851116,0.0133282191893388,-0.0114024228266426,111.6285697016421,3.07969668843074,111.77539252462972,52.704097506126,117.7879630785036,105.46917632478063,2313527.149321267,-0.4463088704528937,0.5632946247279665,2,7.0,0,0,0,2,6,0
RSG,0.0013244074861402,0.0094748001472326,0.1424046463322285,141.97500298961796,3.0285460836366216,142.13618046679196,58.18259356859159,148.0320951568912,135.9179108223447,1177267.8733031675,0.5874502726900195,2.04613399414188,2,19.0,0,0,0,2,6,0
