Ticker,Daily Return_mean,Daily Return_std,Cumulative Return_mean,30 Day MA_mean,30 Day STD_mean,30 Day EMA_mean,RSI_mean,Bollinger High_mean,Bollinger Low_mean,Volume_mean,Principal Component 1,Principal Component 2,Symbol,GICS Sector,GICS Sub-Industry
A,-0.0003048527424745,0.0169424618277047,-0.1669559923891393,125.11235326361331,4.598074285160698,125.31923944324,47.61022662184156,134.3085018339347,115.91620469329192,1927390.0452488689,-0.9969963360524412,-1.658444229766007,A,Health Care,Life Sciences Tools & Services
AAL,-0.0006053224169227,0.0212064328649715,0.1294458811371735,14.562555052036611,0.7993145791864186,14.542761947051597,47.50196405849957,16.16118421040945,12.963925893663776,27463985.97285068,-3.1796445030307847,0.1244691272102324,AAL,Industrials,Passenger Airlines
ABBV,0.0002480386782735,0.0122352862434659,-0.0681241809518453,142.29711336391904,3.962378752412883,142.53643683456608,52.41155556538412,150.2218708687448,134.37235585909326,5410493.665158371,-0.3906216551736409,-0.1630794119017579,ABBV,Health Care,Biotechnology
ABNB,0.0010388146166796,0.0258620320050418,0.4988783463842017,125.34385078971025,7.165676556999042,125.25610892863529,52.54250452630061,139.6752039037083,111.01249767571215,6295790.497737557,0.5089930625148655,1.837377124552359,ABNB,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
ABT,0.0002134155521801,0.0127280201586345,-0.0451293267878449,101.71142351774787,3.2079698108514814,101.80213570886106,49.68380390591568,108.12736313945084,95.29548389604491,5218347.511312217,-1.0624882085701055,-0.3397937115708362,ABT,Health Care,Health Care Equipment
